Wall time,Step,Value
1685369930.484223,0,0.6108279228210449
1685369930.505014,1,0.2788413465023041
1685369930.525279,2,0.16470278799533844
1685369930.545544,3,0.10688148438930511
1685369930.565753,4,0.0728839859366417
1685369930.585877,5,0.052629273384809494
1685369930.606212,6,0.03946949541568756
1685369930.626478,7,0.030454494059085846
1685369930.646622,8,0.024309879168868065
1685369930.667042,9,0.020041439682245255
1685369930.687662,10,0.01685500517487526
1685369930.708582,11,0.014295795932412148
1685369930.729453,12,0.012181290425360203
1685369930.750442,13,0.010493604466319084
1685369930.77115,14,0.009249255061149597
1685369930.791671,15,0.008245058357715607
1685369930.811923,16,0.00739058805629611
1685369930.832705,17,0.006658987142145634
1685369930.853146,18,0.006028458476066589
1685369930.873762,19,0.005484363995492458
1685369930.894909,20,0.005011881701648235
1685369930.915912,21,0.00460010627284646
1685369930.936796,22,0.004240216687321663
1685369930.959107,23,0.003928191494196653
1685369930.981511,24,0.0036537274718284607
1685369931.003293,25,0.003378808731213212
1685369931.025348,26,0.0031220396049320698
1685369931.046617,27,0.0028941798955202103
1685369931.06765,28,0.0026914787013083696
1685369931.088866,29,0.0025120542850345373
1685369931.110836,30,0.002353000221773982
1685369931.132936,31,0.002211830113083124
1685369931.155172,32,0.0020856482442468405
1685369931.177402,33,0.0019723637960851192
1685369931.199242,34,0.0018700818764045835
1685369931.220707,35,0.0017771137645468116
1685369931.241861,36,0.0016921884380280972
1685369931.263004,37,0.001614120090380311
1685369931.284465,38,0.0015418429393321276
1685369931.306548,39,0.001475558034144342
1685369931.328697,40,0.0014137389371171594
1685369931.350376,41,0.0013559277867898345
1685369931.372652,42,0.001301689655520022
1685369931.394722,43,0.001250858069397509
1685369931.416456,44,0.00120328099001199
1685369931.437884,45,0.001158486702479422
1685369931.459158,46,0.0011162193259224296
1685369931.480093,47,0.0010762932943180203
1685369931.501665,48,0.0010382983600720763
1685369931.523784,49,0.001002211356535554
1685369931.546201,50,0.0009676439804024994
1685369931.568352,51,0.0009343201527372003
1685369931.590802,52,0.0009025417966768146
1685369931.612646,53,0.000872309785336256
1685369931.633875,54,0.0008435770869255066
1685369931.655031,55,0.0008162637823261321
1685369931.676571,56,0.0007903032237663865
1685369931.697813,57,0.0007656581001356244
1685369931.719771,58,0.0007422848721034825
1685369931.741955,59,0.0007199727115221322
1685369931.764072,60,0.0006987476372160017
1685369931.78658,61,0.0006784236757084727
1685369931.808973,62,0.0006589920958504081
1685369931.830719,63,0.0006404154701158404
1685369931.852227,64,0.0006226538098417222
1685369931.873676,65,0.0006056508864276111
1685369931.894751,66,0.0005893930210731924
1685369931.917152,67,0.0005737865576520562
1685369931.939621,68,0.0005588412168435752
1685369931.961663,69,0.0005445042625069618
1685369931.983604,70,0.0005307462997734547
1685369932.00562,71,0.000517539563588798
1685369932.027199,72,0.000504848372656852
1685369932.048563,73,0.0004926539841108024
1685369932.069839,74,0.00048092848737724125
1685369932.091165,75,0.000469627178972587
1685369932.112515,76,0.0004587486619129777
1685369932.134433,77,0.00044826336670666933
1685369932.156816,78,0.0004381535982247442
1685369932.178742,79,0.00042839819798246026
1685369932.200947,80,0.0004189850587863475
1685369932.22251,81,0.0004098783538211137
1685369932.243694,82,0.0004010711854789406
1685369932.265257,83,0.00039257248863577843
1685369932.286724,84,0.00038432658766396344
1685369932.307811,85,0.0003763580753002316
1685369932.330155,86,0.0003686494892463088
1685369932.352349,87,0.0003611830761656165
1685369932.374751,88,0.0003539455938152969
1685369932.39702,89,0.00034692196641117334
1685369932.418776,90,0.00034009903902187943
1685369932.440573,91,0.00033349028672091663
1685369932.461997,92,0.0003270434681326151
1685369932.483057,93,0.00032078492222353816
1685369932.504477,94,0.00031469788518734276
1685369932.526781,95,0.0003087771765422076
1685369932.549608,96,0.0003030213702004403
1685369932.572433,97,0.0002974280505441129
1685369932.59509,98,0.00029199320124462247
1685369932.617562,99,0.00028670328902080655
