,0
0,0.9994812733111995
1,0.8834602578087608
2,0.7824766901460024
3,0.724618009706535
4,0.6547027053219256
5,0.6870967250059147
6,0.6069736887912939
7,0.5587897182691215
8,0.5834624711239692
9,0.6054960315180297
10,0.5063563148574074
11,0.5648663442323704
12,0.47378194066557555
13,0.44236685202853515
14,0.4342506474787646
15,0.34195447661498984
16,0.40923499161064036
17,0.38484050997413033
18,0.2962856249939097
19,0.29719775384015373
20,0.23320377986915042
21,0.21816512661995274
22,0.16592920385301113
23,0.17923164537342468
24,0.1488368735823891
25,0.1501853798728178
26,0.14375623249181427
27,0.10663931281997426
28,0.11147882711916866
29,0.09204164298601669
30,0.07725626119587681
31,0.09296955360044347
32,0.0822607654672448
33,0.0684414326056543
34,0.0876107356778466
35,0.07490546667561082
36,0.0788708567840628
37,0.08386033581625117
38,0.07500421790645855
39,0.09159869626902117
40,0.09449016575766082
41,0.08250589233518828
42,0.09273776786383425
43,0.06225545405603872
44,0.09136732466666415
45,0.07546452746385394
46,0.07270191421750749
47,0.0872461102755353
48,0.07373705480505924
49,0.10200349822419115
