,0
0,0.62962539021331486
1,0.20765796628328834
2,0.2071071993006338
3,0.13775421605251803
4,0.1247508726497688
5,0.0805753218655539
6,0.0743199079343588
7,0.08006218282303007
8,0.04980382116714326
9,0.038317572952497124
10,0.06591620510167415
11,0.03796718055659001
12,0.028729547368417874
13,0.037577019174500265
14,0.03470227852611259
15,0.03820439184656237
16,0.016387345398416613
17,0.02733840018805891
18,0.015877888786910783
19,0.014421539731545023
20,0.02402551250882668
21,0.022905499480738497
22,0.020291003555354504
23,0.027790404487364362
24,0.06064070805464641
25,0.010044129768220505
26,0.01258004360859937
27,0.013449064428263371
28,0.02878068582993923
29,0.008429019020335509
30,0.015148544370537937
31,0.0275673443580618
32,0.012806937541111861
33,0.01928297732726182
34,0.016473344351985667
35,0.011448993983835276
36,0.00942820273708589
37,0.014248036401401652
38,0.009319404158556815
39,0.0125166755722891
40,0.015018760051467631
41,0.01723596328260875
42,0.009547368060834336
43,0.006615731975819805
44,0.007364181045553472
45,0.016205466416950275
46,0.0037061117109980913
47,0.007278063067115179
48,0.01781437501753911
49,0.018210391080615545
50,0.011480467486204488
51,0.0075413967934575415
52,0.007014863488107624
53,0.00435950542514277
54,0.06807710543865024
55,0.08166544325280898
56,0.03508368569730532
57,0.011341440906324008
58,0.030702373031342385
59,0.03296456817943271
60,0.011068777208871181
61,0.020821395265583943
62,0.010770644107372454
63,0.027286441720063143
64,0.09053368659892885
65,0.06492857000615337
66,0.012463252069336354
67,0.025552437373317114
68,0.034946779287097475
69,0.01485987453915105
70,0.036412876320652446
71,0.05009252489498346
72,0.012025986051205362
73,0.025345676680012506
74,0.011844005251284873
75,0.005355494373505658
76,0.008049302319488904
77,0.003950342997023374
78,0.007837332895781734
79,0.009695646085656515
80,0.012961264496835151
81,0.03127207732436681
82,0.014078741542773672
83,0.006373229408913319
84,0.01720397677825819
85,0.0831310835362661
86,0.060557657668348586
87,0.007450938482980917
88,0.014654265845766162
89,0.02020992652171909
90,0.010745276392686486
91,0.007392122732973335
92,0.01597551911110335
93,0.009603513017444327
94,0.014738499896951241
95,0.021033210071301697
96,0.009055140179277646
97,0.004683601974260689
98,0.006281903529963871
99,0.016576218446440034
