,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,0.0,0.19521135,0.061901905,0.10288002,0.07168689,0.21830012,0.10140183,0.060474556,0.02730682,0.084316485,0.012961039,0.031245548,0.16843092,0.1475306,0.10059532,0.028066896,0.0050555454,0.03416434,0.0122247925,0.0062357667,0.22754207,0.09524965,0.0014501467,0.072935365,0.0067197415,0.11228164,0.04072764,0.0070630433,0.104130454,0.032790978,0.042838663,0.010641665,0.13904652,0.04217084,0.14485608,0.013575415,0.11702219,0.038090814,0.03503276,0.060233925,0.04555554,0.016808847,0.003504017,0.08341395,0.072457224,0.01023293,0.012089201,0.07676227,0.0023038108,0.0013930193,0.22789614,0.0050364197,0.04460852,0.08056751,0.17103907,0.03941901,0.11843945,0.15200283,2.0983573e-05,0.27348343,0.045115404,0.014008346,0.015369921,0.10014785,0.016836273,0.24536991,0.123321876,0.0002060044,0.09762822,0.0,0.011595528,0.14726682,0.023366213,0.013938037,0.018446753,0.012960374,0.106199905,0.014027489,0.06847291,0.004049495,0.06836204,0.1297931,0.030207261,0.1915371,0.0023520526,0.091619425,0.019114915,0.07390789,0.26536265,0.034505595,0.16846897,0.050145164,0.13416673,0.18983038,3.369311e-05,0.06765456,0.030758016,0.042503327,0.1865656,0.010633849,0.09157944,0.06703621,0.054312084,0.059038717,0.022589125,0.030750504,0.014841838,0.025288008,0.0058661774,0.37004954,0.047334436,0.26922318,0.11722958,0.079777434,0.019269917,0.042729374,0.22750649,0.047643196,0.07833778,0.0063137785,0.029428631,0.038903225,0.0030552712,0.07437133,0.01653829,0.25441632,0.4458944,0.07727455
1,0.0,0.18726595,0.064056024,0.09786682,0.06980831,0.21826394,0.09041481,0.053476095,0.033946615,0.08256608,0.012885994,0.03266989,0.18834169,0.14402662,0.10441792,0.03209802,0.0034875802,0.03401217,0.013712358,0.011188825,0.23075975,0.09321751,0.0045602303,0.06946493,0.00881357,0.11419122,0.03785809,0.007869256,0.104282506,0.038355928,0.03873988,0.009551964,0.15033758,0.045760754,0.15713425,0.015904864,0.11858011,0.03589849,0.0350237,0.06663644,0.040009435,0.014203242,0.0047641518,0.087451816,0.07152531,0.012700746,0.012622811,0.0838818,0.0018877267,0.001636293,0.23612133,0.009231018,0.047927108,0.08134679,0.17171924,0.03811528,0.12419882,0.15418078,3.3563938e-05,0.27742022,0.047391552,0.014613741,0.018463498,0.10756769,0.021304024,0.28412703,0.12887926,0.0014539168,0.09680788,0.0,0.008017661,0.13754857,0.026201518,0.01900203,0.01842649,0.017610313,0.09701905,0.022183187,0.06994955,0.006025548,0.06614298,0.13028623,0.0268629,0.19772923,0.004668117,0.09835541,0.021265697,0.07330651,0.26615664,0.03681216,0.18177985,0.057523936,0.14481458,0.18807964,0.00014854153,0.07580497,0.02938844,0.04962341,0.19607902,0.018738892,0.09328603,0.06831484,0.055686187,0.056159716,0.024494847,0.034386314,0.015957287,0.026686842,0.0056401948,0.34958473,0.04794286,0.2785844,0.11279815,0.081521064,0.021976462,0.04482695,0.23735894,0.045174442,0.07904966,0.0061470275,0.03089171,0.037467342,0.003574614,0.0823437,0.01897199,0.28927317,0.4311841,0.070756964
2,0.0,0.19200301,0.062264793,0.10549047,0.072037086,0.22224176,0.09408835,0.05910271,0.026656229,0.086318076,0.012712404,0.029316535,0.17974122,0.13585512,0.10738229,0.031411145,0.0070900894,0.034040514,0.012256919,0.007902885,0.21972057,0.093015134,0.0035636711,0.06847695,0.0052452083,0.11088607,0.038289025,0.005442775,0.09895164,0.038286205,0.04435568,0.0065259165,0.14682502,0.043930806,0.14911652,0.010685575,0.113417566,0.039677143,0.034054484,0.0654567,0.04199269,0.016741464,0.004287148,0.08127422,0.06829053,0.010025095,0.013037587,0.07699321,0.0016113186,0.0017920582,0.23021376,0.0053857956,0.041144732,0.07464933,0.17563121,0.04004227,0.11825072,0.15564881,0.00011332345,0.28270522,0.04643718,0.015895464,0.017382676,0.10701641,0.016036004,0.2523994,0.1171973,0.0010501324,0.08938207,0.0,0.009659929,0.14721738,0.0229241,0.017410235,0.016399825,0.011873148,0.10576554,0.013068993,0.0712704,0.0045957044,0.06295907,0.12406019,0.028044755,0.18659838,0.0020817483,0.09037987,0.019910464,0.07244528,0.26374272,0.033092216,0.16768275,0.049031783,0.13655017,0.19151321,0.00017122709,0.0747382,0.030188244,0.04241287,0.18908556,0.011592825,0.09517508,0.06688134,0.05107241,0.05184847,0.023425499,0.024726495,0.01622142,0.024691503,0.005812949,0.36384422,0.044525914,0.27030727,0.11127507,0.07531743,0.01750253,0.038853697,0.23856074,0.05002955,0.07902812,0.006608938,0.028020682,0.036715966,0.003429158,0.07978283,0.016768537,0.27809808,0.4363406,0.07681386
3,0.0,0.17573084,0.070321,0.09014574,0.055329576,0.21925233,0.1007591,0.05726755,0.039286897,0.08452244,0.013008741,0.031811766,0.1914278,0.14480752,0.10420813,0.03385578,0.0059600626,0.035379186,0.014560401,0.012319498,0.22057767,0.09800764,0.0035822762,0.06635147,0.010469215,0.102332555,0.04403582,0.0072450167,0.10552632,0.03760999,0.04161591,0.010261691,0.16375768,0.046590757,0.15676406,0.017725918,0.12356733,0.04141593,0.034675077,0.06867559,0.041820876,0.012087393,0.0048077065,0.09799484,0.07716619,0.0110927075,0.01424286,0.09340447,0.0013001169,0.0012088747,0.24631093,0.005531146,0.039031316,0.07265321,0.18505536,0.0366097,0.12772435,0.16796887,0.0002752372,0.2645507,0.05227976,0.015699591,0.0179332,0.0986207,0.017831517,0.30328283,0.19391847,0.0009894046,0.08928058,0.0,0.009523603,0.13091475,0.024189131,0.016918747,0.017558318,0.016112925,0.09407333,0.016614467,0.08059498,0.0053239525,0.062081575,0.12942098,0.024796115,0.20154494,0.003559816,0.09719607,0.020041965,0.06828929,0.25339764,0.03689584,0.17431833,0.06687969,0.14995764,0.1789398,0.0001710411,0.084757075,0.032330856,0.045815885,0.20050862,0.016965415,0.10205502,0.06995344,0.052632336,0.050619394,0.025801167,0.033230264,0.0144770015,0.029518357,0.0064197658,0.3299973,0.0480509,0.26879457,0.11129021,0.080656625,0.02433779,0.03978067,0.20502076,0.052830487,0.07641121,0.006300909,0.032075737,0.033107307,0.0048979106,0.09410441,0.020228451,0.30977792,0.40839002,0.07180351
4,0.0,0.19038364,0.059456497,0.10788174,0.06970096,0.22081071,0.09349646,0.061607946,0.030642185,0.09307185,0.012676251,0.030178778,0.18071511,0.14288196,0.10296287,0.033545665,0.005475018,0.037388533,0.012837377,0.009669428,0.22068849,0.097122096,0.0041564177,0.07203059,0.0063843126,0.10942143,0.043786965,0.007066556,0.099315144,0.04567707,0.042905968,0.007663474,0.15054579,0.04468212,0.15312229,0.016118627,0.11903856,0.034627154,0.03350393,0.063480735,0.04213238,0.014788605,0.0051398613,0.086454935,0.073194385,0.010149336,0.014054667,0.086659394,0.0014289384,0.00083001016,0.23741281,0.005693899,0.041098807,0.07014576,0.18438345,0.043616544,0.12351233,0.15745272,0.00014911301,0.2821674,0.058691215,0.016820567,0.01873966,0.10615644,0.01735813,0.27718058,0.103099674,0.0006296185,0.08799782,0.0,0.010251531,0.14621976,0.023289774,0.019642835,0.01569977,0.014523494,0.10526406,0.019390931,0.07563117,0.0053004357,0.06609335,0.124235176,0.024927728,0.2004104,0.002543071,0.09793177,0.026486048,0.072940856,0.25684687,0.036143072,0.163106,0.05879013,0.14219563,0.19713151,0.00021044108,0.07927668,0.029111994,0.041342825,0.18935025,0.01773495,0.092509374,0.06630218,0.054438908,0.0505016,0.025844043,0.030643508,0.017120011,0.025669739,0.0075824023,0.36967313,0.0453963,0.27508384,0.1172984,0.07900476,0.019376604,0.037801262,0.2519477,0.053406768,0.081444494,0.003918346,0.028890114,0.036354553,0.0035758214,0.075690776,0.017149681,0.28540528,0.4402493,0.079305194
5,0.0,0.18465132,0.066638745,0.099473245,0.06775022,0.22057837,0.100737825,0.056186788,0.033539668,0.088750936,0.012473127,0.030114109,0.1880417,0.14428404,0.11321102,0.035922006,0.0036115842,0.033943925,0.011861566,0.010989472,0.2178671,0.09926067,0.0035230722,0.072768666,0.00878605,0.11227716,0.047748454,0.00864617,0.09502224,0.04181207,0.043225825,0.009041035,0.15020521,0.041165,0.15109389,0.016136497,0.12090555,0.03408499,0.0363482,0.06942365,0.041372716,0.016382251,0.004959589,0.0883574,0.074637204,0.011951247,0.013905145,0.08677741,0.0020635668,0.0026940603,0.23946278,0.007144506,0.044483036,0.072126485,0.17826755,0.037390616,0.12152097,0.15983874,2.7678769e-05,0.27605084,0.052367367,0.014693883,0.020351121,0.10113216,0.017028013,0.2800021,0.13276917,0.00052445533,0.090641975,0.0,0.012193179,0.14280309,0.024256833,0.017318083,0.02118151,0.017801248,0.10037629,0.016427854,0.07334104,0.0057862476,0.061060727,0.12444101,0.026130253,0.19654043,0.004826084,0.095963985,0.02145564,0.072519355,0.26060304,0.035372254,0.17083916,0.05920488,0.14052318,0.18866737,0.00034161028,0.082622744,0.03056999,0.041497868,0.19813402,0.015382849,0.09055649,0.06767644,0.05252574,0.052129194,0.027696766,0.039174158,0.016580481,0.03016301,0.006136992,0.35229412,0.048434656,0.2727482,0.11203248,0.07980643,0.02114694,0.0402802,0.23881665,0.051967967,0.08015887,0.004238462,0.032152597,0.036654294,0.0036710657,0.08708009,0.018413046,0.2987233,0.42626435,0.07657303
6,0.0,0.18585216,0.06249603,0.09842713,0.064763114,0.21330243,0.0984046,0.058937162,0.026983514,0.08518054,0.012381494,0.028736968,0.18677957,0.14501104,0.0995099,0.031336807,0.0057726796,0.03271658,0.013129953,0.010161417,0.22420633,0.09387463,0.002541899,0.0712677,0.0059452243,0.10077805,0.036100693,0.0059404094,0.09861909,0.036991496,0.042996358,0.008953938,0.15437831,0.04134138,0.15335977,0.013976134,0.119625665,0.036432065,0.03524733,0.06625967,0.04111994,0.014613254,0.0033862968,0.08976004,0.07759227,0.007942439,0.012363508,0.081738435,0.0027122549,0.0010588759,0.23386303,0.0050074668,0.043890588,0.075843245,0.18220846,0.040473953,0.11889236,0.15654384,0.000105837426,0.26935273,0.04721459,0.015359874,0.017670302,0.102540135,0.016257029,0.2590994,0.13727017,0.00071091484,0.09158371,0.0,0.012468316,0.14720356,0.023780243,0.017173173,0.018390592,0.013473944,0.09992279,0.013727956,0.074721284,0.0048141377,0.0635761,0.12436619,0.02972063,0.18514001,0.0019935083,0.09001833,0.020229176,0.07018665,0.2569071,0.037058547,0.16851906,0.060521968,0.1368172,0.18538971,0.000112746275,0.07490974,0.03114135,0.044802126,0.18672748,0.013675442,0.093943566,0.06981176,0.052736383,0.050343543,0.02569663,0.029216638,0.012883402,0.025600312,0.0051254947,0.35479143,0.043147653,0.263232,0.11224817,0.077582434,0.01744065,0.04208047,0.23390065,0.05229442,0.07675669,0.005818918,0.03205239,0.03596023,0.0040576616,0.07338779,0.015360313,0.2884415,0.4284125,0.075418375
7,0.0,0.19817993,0.058615196,0.11039962,0.07177524,0.21380576,0.087690696,0.06441739,0.0310332,0.08480875,0.013251141,0.030273933,0.17978795,0.14250028,0.105232455,0.027733224,0.0032295615,0.03304647,0.0093696145,0.007915944,0.22871484,0.09709158,0.0039947326,0.074139036,0.006070221,0.11038399,0.04509169,0.00927236,0.09895455,0.032305647,0.043042928,0.0070863133,0.13903911,0.043814622,0.1518191,0.017168641,0.11587268,0.034877528,0.03632189,0.06422619,0.040453278,0.013974114,0.005266189,0.0884304,0.070888765,0.007865747,0.014248004,0.081784286,0.0021858725,0.0022372846,0.23262,0.0057599763,0.042636517,0.07724424,0.17976741,0.044239733,0.123347595,0.15156129,2.8459222e-05,0.2746122,0.050934047,0.015768299,0.017942807,0.10668987,0.01677404,0.27657586,0.13062517,0.00021169423,0.09241196,0.0,0.007586622,0.14372422,0.02371634,0.014902528,0.016492791,0.01355401,0.10892368,0.01832254,0.07048746,0.0055702305,0.06814529,0.12861131,0.02707654,0.19502753,0.0026369246,0.09043822,0.021763476,0.07426533,0.25418162,0.039911546,0.17888267,0.056790855,0.13691396,0.18866533,0.00012923365,0.06448486,0.029571455,0.042778704,0.18797295,0.016463444,0.08877334,0.06840366,0.05587775,0.057211574,0.02520389,0.03701434,0.016883926,0.024793437,0.0058215177,0.37629977,0.048248477,0.27740052,0.11499406,0.079204746,0.019470986,0.03784387,0.22039495,0.045225874,0.08444804,0.003718127,0.028586337,0.037412,0.0038351668,0.06926221,0.020129273,0.2491502,0.44919142,0.084623136
8,0.0,0.1850504,0.058809504,0.099178344,0.06404178,0.21665134,0.101352885,0.05697845,0.03997723,0.0867584,0.012336214,0.031659838,0.17691511,0.14313835,0.100916564,0.031346124,0.0066332226,0.034545917,0.014115818,0.010347304,0.22238319,0.10244929,0.002935171,0.07641733,0.006069508,0.10994828,0.04517188,0.0050749253,0.09616185,0.037536625,0.041940864,0.009288171,0.15463169,0.041905846,0.15228356,0.011319228,0.11885684,0.034910746,0.033047006,0.06387839,0.04279202,0.015458199,0.0040144576,0.089429356,0.07368448,0.011517247,0.013494631,0.0812016,0.0030690941,0.00053262507,0.23547794,0.004264868,0.040844742,0.07140396,0.1814074,0.037472825,0.12422543,0.15805481,4.1905903e-05,0.27522638,0.052205488,0.01388075,0.020026019,0.10312523,0.015071578,0.27339515,0.14280492,0.00048393308,0.084813304,0.0,0.009009242,0.1411037,0.02321932,0.017135512,0.018684007,0.0144890025,0.10318223,0.017611552,0.07365938,0.0054002027,0.060604848,0.13371466,0.024126053,0.19470355,0.0025419649,0.095122285,0.019182943,0.07006468,0.25427675,0.037376925,0.17407925,0.05685527,0.14226831,0.19327152,0.00021721915,0.07702744,0.032035824,0.04444817,0.18642928,0.013341971,0.10129629,0.06894603,0.05402695,0.052676618,0.025633302,0.032503948,0.014858211,0.028674632,0.0059106066,0.35453227,0.044780657,0.2700532,0.1168451,0.07530966,0.01816694,0.041074596,0.22116776,0.04979094,0.07747918,0.0054191034,0.030583547,0.035417557,0.0037083188,0.07330547,0.016515436,0.27722755,0.43236786,0.076895125
9,0.0,0.18932277,0.06465247,0.098945394,0.06710872,0.21863315,0.094502605,0.056311395,0.029055692,0.08428363,0.013010344,0.027559433,0.17951843,0.14999674,0.10410316,0.032506786,0.0065078624,0.034253404,0.013359181,0.009104609,0.2259428,0.09342236,0.0034822365,0.07117908,0.004796397,0.104202844,0.037046924,0.0062464317,0.1012248,0.035582848,0.039272215,0.009741468,0.1520309,0.04137724,0.14901346,0.01181338,0.11622852,0.03190917,0.03291369,0.06239402,0.041010648,0.014848243,0.003932842,0.086276,0.07640485,0.009705437,0.01242062,0.07967986,0.0018077925,0.0015340925,0.23311222,0.0064151646,0.041304752,0.074178435,0.17857099,0.03839429,0.12244275,0.1568284,1.0986278e-05,0.27854428,0.05152289,0.01601761,0.019947562,0.10154782,0.01583547,0.26799846,0.13873129,0.0005876141,0.090071365,0.0,0.0107393535,0.14265563,0.021599779,0.016325735,0.018982928,0.0148959,0.101557285,0.015319348,0.074843176,0.0044558737,0.06722473,0.13165979,0.028881557,0.1900077,0.002665341,0.09123493,0.020587644,0.070596,0.25505778,0.036484443,0.17343609,0.05942331,0.14101127,0.19570859,0.00023413183,0.07492062,0.031083602,0.04814035,0.18915468,0.010798526,0.10064739,0.06925927,0.053417187,0.05535486,0.025694817,0.035038278,0.016653225,0.025949497,0.0059563485,0.35564774,0.04114728,0.2654615,0.112326995,0.076716155,0.017563106,0.042975016,0.22986583,0.047990542,0.07827804,0.005137712,0.030729324,0.038743276,0.0021730296,0.075998805,0.018217858,0.2802873,0.42967948,0.075828135
