,0
0,0.4803122529889097
1,0.3010504110024707
2,0.24919103867936843
3,0.2126753884967011
4,0.1994596542698322
5,0.14706936921223557
6,0.12390198979047265
7,0.10652229234133617
8,0.08076818877517587
9,0.07774466379444198
10,0.061465744925017406
11,0.1138165843958902
12,0.07113946989031121
13,0.04580718544450137
14,0.04890272581931388
15,0.11045509930884484
16,0.07072948760325366
17,0.07372711879192012
18,0.038234574960009884
19,0.03189925015857904
20,0.04811797342678108
21,0.03125515823612119
22,0.026618035270435974
23,0.044856205361314336
24,0.046388611345007866
25,0.05600569301312513
26,0.03840891314246277
27,0.037488048619563036
28,0.014155473892051395
29,0.015527152041397473
30,0.12355180660096726
31,0.0903662915277009
32,0.06960783308685416
33,0.03528885882679779
34,0.025913039203917625
35,0.03360146409509206
36,0.02418030016493089
37,0.01642865923666718
38,0.01695369255941103
39,0.009491812400888689
40,0.011966858538660672
41,0.010494235921466704
42,0.01378710265501891
43,0.017585123345108315
44,0.012379155964544504
45,0.024489399156357984
46,0.014755137117192297
47,0.012193633593840174
48,0.011914798077011462
49,0.02072668551365928
50,0.013182005983325515
51,0.03282083714805027
52,0.005802032085928587
53,0.012018468064984472
54,0.005015048373601224
55,0.04384381644944153
56,0.02510100901864543
57,0.07368459936120722
58,0.03682152189240597
59,0.023419445251474286
60,0.006520960111134123
61,0.010985058077638693
62,0.018711443289671795
63,0.006200138627007456
64,0.007964175581784532
65,0.005124306287800912
66,0.009834541763999675
67,0.07784073279783277
68,0.04612268608911793
69,0.021155933121053298
70,0.03151328492872786
71,0.014432938013336446
72,0.015123006131610658
73,0.017999914041397596
74,0.012452507852622778
75,0.01888526850702739
76,0.06966906483515654
77,0.013927840378762471
78,0.005854560089952285
79,0.003949298154525827
80,0.010228552661909916
81,0.0038339822636087343
82,0.007647788244308812
83,0.007695543976260884
84,0.011957726515091882
85,0.009507450394996323
86,0.005220076640938768
87,0.024358572493685355
88,0.019172869899337835
89,0.013331015290010094
90,0.008023570024288527
91,0.005721553035154201
92,0.011802856542981497
93,0.02179495186203777
94,0.003531252218428815
95,0.0020846779928496567
96,0.00456452152996075
97,0.0022357904564331075
98,0.00642257888275798
99,0.005726976845745403
