Wall time,Step,Value
1673287819.043596,0,0.7723577618598938
1673287819.189353,1,0.3705254793167114
1673287819.329584,2,0.225428968667984
1673287819.455703,3,0.14276152849197388
1673287819.572187,4,0.09257884323596954
1673287819.696656,5,0.062331672757864
1673287819.823094,6,0.04370645806193352
1673287819.966459,7,0.031867582350969315
1673287820.100324,8,0.024088725447654724
1673287820.211607,9,0.01886066235601902
1673287820.324736,10,0.01519706193357706
1673287820.434441,11,0.012594789266586304
1673287820.542037,12,0.010661477223038673
1673287820.652103,13,0.009182299487292767
1673287820.752435,14,0.008021806366741657
1673287820.858053,15,0.00708393519744277
1673287820.964682,16,0.006309214048087597
1673287821.08971,17,0.005658096168190241
1673287821.193969,18,0.005114310886710882
1673287821.295273,19,0.004650774411857128
1673287821.394972,20,0.004252136219292879
1673287821.504186,21,0.003908295650035143
1673287821.60497,22,0.0036069636698812246
1673287821.710154,23,0.0033428347669541836
1673287821.811625,24,0.0031086814124137163
1673287821.918118,25,0.0029008055571466684
1673287822.025911,26,0.0027134637348353863
1673287822.137933,27,0.0025439485907554626
1673287822.237455,28,0.002389579778537154
1673287822.353155,29,0.0022485412191599607
1673287822.456461,30,0.002120014512911439
1673287822.571933,31,0.002001294167712331
1673287822.676371,32,0.001891288091428578
1673287822.779469,33,0.0017892391188070178
1673287822.880343,34,0.0016943421214818954
1673287822.985746,35,0.0016067142132669687
1673287823.091192,36,0.001525735598988831
1673287823.205787,37,0.0014506406150758266
1673287823.315951,38,0.00138105358928442
1673287823.419564,39,0.0013164834817871451
1673287823.530936,40,0.001256277784705162
1673287823.644045,41,0.0012002665316686034
1673287823.741982,42,0.0011477667139843106
1673287823.849362,43,0.0010989009169861674
1673287823.950217,44,0.0010531482985243201
1673287824.054402,45,0.0010103454114869237
1673287824.152013,46,0.0009701857343316078
1673287824.263822,47,0.0009323399281129241
1673287824.359733,48,0.000896494893822819
1673287824.478819,49,0.00086259312229231
1673287824.584756,50,0.0008306441595777869
1673287824.68628,51,0.0008004602859728038
1673287824.782071,52,0.0007720034336671233
1673287824.897347,53,0.0007450557895936072
1673287825.016045,54,0.0007195444195531309
1673287825.119855,55,0.0006952118128538132
1673287825.220082,56,0.0006721480167470872
1673287825.316722,57,0.0006502500618807971
1673287825.419167,58,0.0006294217891991138
1673287825.525952,59,0.0006095875287428498
1673287825.638742,60,0.0005907523445785046
1673287825.754735,61,0.0005727996467612684
1673287825.858953,62,0.0005556976539082825
1673287825.968594,63,0.0005393264000304043
1673287826.070376,64,0.0005236273864284158
1673287826.181902,65,0.0005086370510980487
1673287826.29284,66,0.0004942947416566312
1673287826.390323,67,0.0004805487988051027
1673287826.490518,68,0.00046743228449486196
1673287826.590326,69,0.0004548019787762314
1673287826.690901,70,0.0004427064850460738
1673287826.79368,71,0.0004311222000978887
1673287826.885354,72,0.00041998649248853326
1673287826.991727,73,0.000409261672757566
1673287827.090696,74,0.00039896598900668323
1673287827.192257,75,0.00038905508699826896
1673287827.284006,76,0.00037951936246827245
1673287827.383067,77,0.00037033623084425926
1673287827.482741,78,0.0003615085151977837
1673287827.59149,79,0.0003529770183376968
1673287827.692439,80,0.0003447655763011426
1673287827.799728,81,0.00033684360096231103
1673287827.911228,82,0.00032920195371843874
1673287828.011518,83,0.0003218245110474527
1673287828.114654,84,0.00031469675013795495
1673287828.219653,85,0.0003078091249335557
1673287828.314638,86,0.0003011481312569231
1673287828.42232,87,0.00029471851303242147
1673287828.523675,88,0.0002884706191252917
1673287828.618991,89,0.00028244219720363617
1673287828.732823,90,0.0002766100224107504
1673287828.868094,91,0.0002709586115088314
1673287828.976219,92,0.00026548418099991977
1673287829.081979,93,0.00026017636992037296
1673287829.186506,94,0.0002550300268922001
1673287829.287383,95,0.0002500422124285251
1673287829.39943,96,0.00024519997532479465
1673287829.500738,97,0.0002404912665951997
1673287829.609214,98,0.00023592374054715037
1673287829.712206,99,0.0002314931043656543
