Wall time,Step,Value
1673185224.423421,0,0.4520222842693329
1673185224.503546,1,0.17900843918323517
1673185224.585461,2,0.091619573533535
1673185224.66928,3,0.05083760991692543
1673185224.746394,4,0.031056605279445648
1673185224.827181,5,0.020568691194057465
1673185224.905549,6,0.014633243903517723
1673185224.984632,7,0.010996755212545395
1673185225.072569,8,0.008629069663584232
1673185225.153035,9,0.007022700738161802
1673185225.231741,10,0.005914239212870598
1673185227.099954,11,0.005100904498249292
1673185227.193499,12,0.004483387805521488
1673185227.283339,13,0.003998773638159037
1673185227.380854,14,0.0036094742827117443
1673185227.492107,15,0.003292679088190198
1673185227.582873,16,0.0030265813693404198
1673185227.675962,17,0.002798746107146144
1673185227.758129,18,0.0026014414615929127
1673185227.842076,19,0.0024296697229146957
1673185227.94434,20,0.002277444116771221
1673185228.026921,21,0.0021412011701613665
1673185228.139499,22,0.0020184435416013002
1673185230.005721,23,0.0019080258207395673
1673185230.087727,24,0.0018067725468426943
1673185230.170122,25,0.0017138414550572634
1673185230.249395,26,0.0016284903977066278
1673185230.322606,27,0.0015495996922254562
1673185230.400826,28,0.0014759826008230448
1673185230.488032,29,0.0014073718339204788
1673185230.567533,30,0.0013433042913675308
1673185230.646308,31,0.001283524907194078
1673185230.727723,32,0.001227627624757588
1673185230.810796,33,0.0011753407306969166
1673185230.900063,34,0.0011263673659414053
1673185230.998249,35,0.0010805208003148437
1673185232.794867,36,0.0010374486446380615
1673185232.875554,37,0.0009967857040464878
1673185232.961059,38,0.0009585593361407518
1673185233.045829,39,0.0009225434041582048
1673185233.126085,40,0.0008886228315532207
1673185233.206568,41,0.0008564748568460345
1673185233.290379,42,0.000826119037810713
1673185233.377263,43,0.0007973737665452063
1673185233.471764,44,0.0007700920104980469
1673185233.557099,45,0.0007440798217430711
1673185233.640448,46,0.0007193133351393044
1673185235.427739,47,0.0006957229925319552
1673185235.520185,48,0.0006732787005603313
1673185235.609095,49,0.0006518766167573631
1673185235.705655,50,0.0006315004429779947
1673185235.792848,51,0.0006120736943557858
1673185235.892798,52,0.0005935417138971388
1673185235.971787,53,0.0005758277839049697
1673185236.069232,54,0.0005588988424278796
1673185236.157214,55,0.0005427086725831032
1673185236.235228,56,0.0005272030830383301
1673185236.317623,57,0.0005123670562170446
1673185236.398648,58,0.0004981354577466846
1673185238.250024,59,0.00048450438771396875
1673185238.336104,60,0.0004714234673883766
1673185238.416645,61,0.0004588767187669873
1673185238.501051,62,0.00044680002611130476
1673185238.594933,63,0.0004352083196863532
1673185238.681637,64,0.00042405049316585064
1673185238.760281,65,0.0004133075417485088
1673185238.837365,66,0.00040294992504641414
1673185238.92742,67,0.0003929771191906184
1673185239.017908,68,0.00038336808211170137
1673185239.116905,69,0.0003741085820365697
1673185239.207024,70,0.00036518333945423365
1673185241.006201,71,0.000356563221430406
1673185241.086831,72,0.0003482470056042075
1673185241.166001,73,0.00034022791078314185
1673185241.245797,74,0.00033248556428588927
1673185241.327668,75,0.00032500235829502344
1673185241.408249,76,0.00031776391551829875
1673185241.488829,77,0.00031074011349119246
1673185241.56721,78,0.00030392585904337466
1673185241.646467,79,0.00029729577363468707
1673185241.741804,80,0.0002908694732468575
1673185241.820044,81,0.0002846332499757409
1673185241.907264,82,0.000278589955996722
1673185243.720202,83,0.00027272713487036526
1673185243.803698,84,0.0002670366666279733
1673185243.884067,85,0.00026150737539865077
1673185243.977782,86,0.0002561396104283631
1673185244.080358,87,0.00025092848227359354
1673185244.172701,88,0.0002458704402670264
1673185244.257179,89,0.0002409607986919582
1673185244.344551,90,0.00023619258718099445
1673185244.428058,91,0.0002315608726348728
1673185244.507902,92,0.0002270310651510954
1673185244.584328,93,0.00022261646518018097
1673185244.666464,94,0.00021831438061781228
1673185244.742346,95,0.00021411755005829036
1673185246.605835,96,0.0002100224664900452
1673185246.686545,97,0.00020603647863026708
1673185246.767631,98,0.00020215990662109107
1673185246.850359,99,0.0001983851398108527
