Wall time,Step,Value
1673194607.57158,0,0.7559376358985901
1673194607.694864,1,0.33365195989608765
1673194607.797145,2,0.19691690802574158
1673194607.897957,3,0.12455308437347412
1673194608.026876,4,0.0818057507276535
1673194608.152441,5,0.055670980364084244
1673194608.274143,6,0.03942054137587547
1673194608.375395,7,0.02921079844236374
1673194610.141515,8,0.022383088245987892
1673194610.24324,9,0.01754741370677948
1673194610.356075,10,0.014150768518447876
1673194610.467716,11,0.011735939420759678
1673194610.570117,12,0.009956428781151772
1673194610.674045,13,0.008618355728685856
1673194610.783102,14,0.00757349468767643
1673194610.887382,15,0.0067350007593631744
1673194610.986397,16,0.006049325689673424
1673194612.742981,17,0.005474018398672342
1673194612.845037,18,0.00498662143945694
1673194612.943086,19,0.004569663666188717
1673194613.042584,20,0.004201910924166441
1673194613.141595,21,0.0038792332634329796
1673194613.240132,22,0.0035942846443504095
1673194613.335861,23,0.0033419905230402946
1673194613.436191,24,0.0031174770556390285
1673194613.536391,25,0.002915971912443638
1673194613.642883,26,0.0027338771615177393
1673194615.531936,27,0.0025710740592330694
1673194615.63966,28,0.002423410303890705
1673194615.764058,29,0.0022890581749379635
1673194615.896569,30,0.0021661717910319567
1673194616.013991,31,0.0020539129618555307
1673194616.117161,32,0.0019509389530867338
1673194616.232694,33,0.0018558923620730639
1673194616.337745,34,0.0017680723685771227
1673194616.448874,35,0.00168674869928509
1673194616.553088,36,0.0016110080759972334
1673194618.689618,37,0.0015401485143229365
1673194618.814055,38,0.0014737385790795088
1673194618.944673,39,0.0014115518424659967
1673194619.063116,40,0.0013532909797504544
1673194619.191208,41,0.0012986368965357542
1673194619.31102,42,0.0012474196264520288
1673194619.418598,43,0.001198883866891265
1673194619.529457,44,0.0011524752480909228
1673194621.550285,45,0.0011085448786616325
1673194621.702887,46,0.0010670177871361375
1673194621.836512,47,0.0010276830289512873
1673194621.963874,48,0.0009904754115268588
1673194622.110609,49,0.0009550980175845325
1673194622.223305,50,0.0009213926969096065
1673194622.332072,51,0.0008894092752598226
1673194622.433137,52,0.0008590688230469823
1673194624.356965,53,0.0008302887436002493
1673194624.477818,54,0.0008029749733395875
1673194624.629062,55,0.0007769783260300756
1673194624.730136,56,0.0007522641099058092
1673194624.854203,57,0.0007287446642294526
1673194624.985808,58,0.0007063482189550996
1673194625.110883,59,0.0006849773344583809
1673194625.229797,60,0.0006644868408329785
1673194625.337727,61,0.0006448825588449836
1673194627.210046,62,0.0006261243834160268
1673194627.313929,63,0.0006081631872802973
1673194627.424251,64,0.0005909361061640084
1673194627.517743,65,0.0005744010559283197
1673194627.618349,66,0.0005585500621236861
1673194627.718407,67,0.0005433610640466213
1673194627.843662,68,0.0005288088577799499
1673194627.965544,69,0.0005148531054146588
1673194628.065823,70,0.000501470931340009
1673194628.162305,71,0.0004886281676590443
1673194630.020098,72,0.00047628983156755567
1673194630.125171,73,0.00046443165047094226
1673194630.239008,74,0.00045303007937036455
1673194630.337477,75,0.0004420795012265444
1673194630.443584,76,0.0004315371625125408
1673194630.542113,77,0.00042138469871133566
1673194630.642331,78,0.00041160412365570664
1673194630.740445,79,0.0004021749191451818
1673194630.87271,80,0.0003930874227080494
1673194632.764404,81,0.00038431285065598786
1673194632.902979,82,0.0003758433449547738
1673194633.051804,83,0.00036765995901077986
1673194633.160184,84,0.0003597519244067371
1673194633.270666,85,0.00035210666828788817
1673194633.388306,86,0.00034471412072889507
1673194633.503497,87,0.00033755763433873653
1673194633.605426,88,0.00033061220892705023
1673194635.384633,89,0.0003238828503526747
1673194635.504184,90,0.00031736798700876534
1673194635.631692,91,0.0003110519901383668
1673194635.734917,92,0.0003049133229069412
1673194635.873704,93,0.00029894959880039096
1673194635.984897,94,0.0002931338967755437
1673194636.085794,95,0.00028748545446433127
1673194636.186279,96,0.0002819862274918705
1673194636.285281,97,0.0002766511752270162
1673194636.384894,98,0.00027146440697833896
1673194638.225614,99,0.00026642114971764386
