Wall time,Step,Value
1673200011.493724,0,0.6364039778709412
1673200011.602132,1,0.2808306813240051
1673200011.708663,2,0.1528712809085846
1673200011.814342,3,0.0919397622346878
1673200011.921549,4,0.05870933458209038
1673200012.017581,5,0.039274007081985474
1673200012.12614,6,0.027240896597504616
1673200012.231937,7,0.019802244380116463
1673200014.052364,8,0.014940818771719933
1673200014.176488,9,0.01164410449564457
1673200014.320864,10,0.009389656595885754
1673200014.426567,11,0.007777775637805462
1673200014.531449,12,0.006610199809074402
1673200014.632412,13,0.005722889211028814
1673200014.739523,14,0.005040555726736784
1673200014.843892,15,0.004499068483710289
1673200014.956778,16,0.004058759193867445
1673200016.811044,17,0.0036940686404705048
1673200016.933847,18,0.003386944532394409
1673200017.047073,19,0.003124841023236513
1673200017.167947,20,0.002898708451539278
1673200017.273235,21,0.002700340235605836
1673200017.393935,22,0.0025248960591852665
1673200017.518433,23,0.002369964262470603
1673200017.646535,24,0.00223042001016438
1673200017.757324,25,0.0021037645637989044
1673200017.867488,26,0.0019882111810147762
1673200019.668359,27,0.0018824624130502343
1673200019.77852,28,0.0017860704101622105
1673200019.88796,29,0.0016969464486464858
1673200019.995493,30,0.0016143397660925984
1673200020.132656,31,0.0015374477952718735
1673200020.250304,32,0.001465989975258708
1673200020.370849,33,0.00139962590765208
1673200020.470615,34,0.0013380551245063543
1673200020.58568,35,0.0012804330326616764
1673200022.337111,36,0.0012267350684851408
1673200022.451864,37,0.001176362973637879
1673200022.560721,38,0.0011289259418845177
1673200022.661775,39,0.0010843913769349456
1673200022.771882,40,0.0010423283092677593
1673200022.880937,41,0.001002635108307004
1673200022.991095,42,0.0009650535648688674
1673200023.096626,43,0.0009295548079535365
1673200023.212987,44,0.0008959533297456801
1673200024.952452,45,0.0008642515749670565
1673200025.055798,46,0.0008340472122654319
1673200025.169138,47,0.0008052008925005794
1673200025.284983,48,0.0007778148865327239
1673200025.402945,49,0.0007517343037761748
1673200025.507839,50,0.0007269445341080427
1673200025.619413,51,0.0007034510490484536
1673200025.726433,52,0.0006810610648244619
1673200025.841863,53,0.0006597492028959095
1673200027.573699,54,0.000639412784948945
1673200027.681171,55,0.0006200268981046975
1673200027.790064,56,0.0006015459075570107
1673200027.899229,57,0.0005838847137056291
1673200028.006407,58,0.0005670248647220433
1673200028.118017,59,0.0005508965696208179
1673200028.228714,60,0.0005354738677851856
1673200028.336298,61,0.0005207230569794774
1673200028.446068,62,0.0005065580480732024
1673200028.559061,63,0.0004928978742100298
1673200028.672756,64,0.00047979108057916164
1673200028.779539,65,0.00046717634540982544
1673200028.888697,66,0.0004551221791189164
1673200030.621135,67,0.00044352165423333645
1673200030.743969,68,0.00043235605699010193
1673200030.84968,69,0.00042161840246990323
1673200030.953855,70,0.0004112760943826288
1673200031.059405,71,0.00040132016874849796
1673200031.165652,72,0.0003917172725778073
1673200031.272072,73,0.0003824939194601029
1673200031.376529,74,0.0003735711798071861
1673200031.482624,75,0.0003649648861028254
1673200033.252759,76,0.0003566529485397041
1673200033.371858,77,0.0003486336499918252
1673200033.497457,78,0.0003409074852243066
1673200033.607947,79,0.0003334314387757331
1673200033.722457,80,0.0003262067912146449
1673200033.836357,81,0.0003192164294887334
1673200033.948978,82,0.000312446994939819
1673200034.052778,83,0.0003059157752431929
1673200034.158345,84,0.00029958452796563506
1673200034.262836,85,0.00029343320056796074
1673200036.075982,86,0.0002874826896004379
1673200036.190363,87,0.0002817259228322655
1673200036.305484,88,0.00027612203848548234
1673200036.413672,89,0.0002707007806748152
1673200036.530241,90,0.00026543461717665195
1673200036.643179,91,0.00026032206369563937
1673200036.749598,92,0.000255362392636016
1673200036.861874,93,0.0002505473967175931
1673200036.971347,94,0.0002458687231410295
1673200038.738821,95,0.0002413215406704694
1673200038.846781,96,0.0002368993009440601
1673200038.949632,97,0.00023260439047589898
1673200039.062815,98,0.00022842633188702166
1673200039.178799,99,0.00022435782011598349
