,0
0,0.5523172581549918
1,0.32481630249778826
2,0.17211650503743994
3,0.14943879075569683
4,0.12150947882397341
5,0.13336440596250024
6,0.07348896784357506
7,0.0556940757992244
8,0.058289644594239715
9,0.11225284532745286
10,0.037154089253727755
11,0.040220698950314285
12,0.027565505392480604
13,0.0350380486043373
14,0.040257540964844206
15,0.04709195839886618
16,0.038791211524812304
17,0.0202327830956714
18,0.05775251881320878
19,0.014916048892358742
20,0.014953743518874197
21,0.018860531989300607
22,0.012269534318163843
23,0.014835051122573342
24,0.008123520392887664
25,0.008025647316238668
26,0.021785383914956952
27,0.014274979581927309
28,0.05463977917881295
29,0.02902037606085881
30,0.04841478242732511
31,0.0157780524822745
32,0.022578712073293063
33,0.01824510517981973
34,0.008738642503129373
35,0.011585900430927182
36,0.008364640508252795
37,0.00713437013696916
38,0.011698851195892484
39,0.011099320126347022
40,0.005490654996494845
41,0.007644911508749027
42,0.012920309226996827
43,0.027183336897356674
44,0.008962695366970383
45,0.01613673368597975
46,0.02825737283518999
47,0.014884275153721913
48,0.011218187187125188
49,0.008614774387661773
50,0.024642202339254984
51,0.007194618574611031
52,0.004814549210933175
53,0.011085620500368647
54,0.004738431082724935
55,0.0038637658488927503
56,0.003776138832811082
57,0.007856431094431642
58,0.025830760450646428
59,0.020132471097282844
60,0.006045810601646357
61,0.011250214466806685
62,0.006656830927523056
63,0.0042709358368474655
64,0.01211470568386635
65,0.006625232812349159
66,0.0041893365709940985
67,0.0028383572318471306
68,0.012474222551330481
69,0.013240837316849444
70,0.008427419063478414
71,0.007734308369679026
72,0.010101068377642347
73,0.006803060116449205
74,0.010922184859467025
75,0.054474526463021145
76,0.0771601723119764
77,0.01871608271457181
78,0.00679817592891136
79,0.00810843809406356
80,0.014979272084956122
81,0.006365319824602344
82,0.018773854295215983
83,0.013241844934107053
84,0.020419494442567968
85,0.004897193097979716
86,0.008557933908287841
87,0.003619311654036588
88,0.01627887162094069
89,0.0036770152573538297
90,0.0025034672027398454
91,0.0033237689571215374
92,0.0026533239299781843
93,0.011095526637417256
94,0.019681817188047537
95,0.00720918606413473
96,0.007217480422984255
97,0.009516223047924514
98,0.008310831880362907
99,0.004965881512749313
