,train,val,test
0,1.0,0.9090909090909091,0.6600877192982456
1,1.0,0.9090909090909091,0.6885964912280702
2,1.0,0.9090909090909091,0.6929824561403509
3,1.0,0.9318181818181818,0.6622807017543859
4,1.0,0.9318181818181818,0.5921052631578947
