,train,val,test
0,1.0,0.9318181818181818,0.5767543859649122
1,1.0,0.9090909090909091,0.6096491228070176
2,1.0,0.9318181818181818,0.6447368421052632
3,1.0,0.9318181818181818,0.6973684210526315
4,1.0,0.9318181818181818,0.6425438596491229
