,train,val,test
0,1.0,0.8409090909090909,0.5964912280701754
1,1.0,0.8181818181818182,0.5416666666666666
2,1.0,0.8863636363636364,0.5701754385964912
3,1.0,0.8636363636363636,0.5482456140350878
4,1.0,0.8636363636363636,0.6776315789473685
