,train,val,test
0,1.0,0.9090909090909091,0.6535087719298246
1,1.0,0.9090909090909091,0.706140350877193
2,1.0,0.9318181818181818,0.6469298245614035
3,1.0,0.9090909090909091,0.6885964912280702
4,1.0,0.9318181818181818,0.6732456140350878
