,train_acc,val_acc,test_acc
0,100.0,86.36363220214844,83.55262756347656
1,100.0,90.90908813476562,69.7368392944336
2,100.0,77.2727279663086,79.3859634399414
3,100.0,86.36363220214844,83.55262756347656
4,100.0,75.0,81.14035034179688
5,100.0,86.36363220214844,86.18421173095703
6,100.0,84.09091186523438,85.30701446533203
7,100.0,88.63636016845703,87.28070068359375
8,100.0,70.45454406738281,78.28947448730469
9,100.0,93.18181610107422,76.97368621826172
