,0
0,0.6332540577236969
1,0.6187566577798069
2,0.5755347591815608
3,0.5283077400509674
4,0.5033283233642578
5,0.44507919915831917
6,0.39376134447532124
7,0.333040718985076
8,0.31155465439994734
9,0.2856020714977
10,0.2618625234849382
11,0.19773215350538198
12,0.20143762201365858
13,0.1876730977898777
14,0.11714435390906759
15,0.15616774913107995
16,0.08975239614448925
17,0.09602696883796465
18,0.11145431806545446
19,0.05084355131234273
20,0.10085235137750606
21,0.07878840382736509
22,0.05315436555607484
23,0.07400792335519696
24,0.06543973501365964
25,0.07478488229288913
26,0.03158271135670124
27,0.033608923011487074
28,0.03042816378102444
29,0.04071185022297472
30,0.029905950300174185
31,0.029686415844624586
32,0.010898261229590615
33,0.01049367736766834
34,0.01095432972553933
35,0.014063180747008559
36,0.013727376440373978
37,0.016574331291831366
38,0.01041269317121789
39,0.006750773269646238
40,0.0335451997447722
41,0.017841484360765703
42,0.02338473631603883
43,0.023547456369246586
44,0.039011784783094236
45,0.01877222778183399
46,0.011926643199997373
47,0.007111943299227421
48,0.02221178403585264
49,0.015445423252548617
50,0.0073755218988597986
51,0.013403205477660246
52,0.012692371254215146
53,0.0070240375134024285
54,0.007005456189560418
55,0.004399878544603834
56,0.005450412797013132
57,0.004242317843260152
58,0.004953765006053565
59,0.0112147760660489
60,0.010018320034931201
61,0.008544992286675048
62,0.004314543679356575
63,0.004622502510647963
64,0.004319595209885352
65,0.0171889694831749
66,0.04608445083445842
67,0.019239406073742575
68,0.009916783006179451
69,0.00947969792281637
70,0.00966472515264655
71,0.00744683334216623
72,0.0037202291780769237
73,0.003481404735974156
74,0.004988558295339641
75,0.007334750366978126
76,0.05903018852419192
77,0.01911348751792223
78,0.009035068868410469
79,0.008135145954271355
80,0.00776940080715288
81,0.0068631937155629145
82,0.005252861537703193
83,0.028645658441404306
84,0.012397013383336587
85,0.017385542429614775
86,0.0065753903645690125
87,0.0056658428678713225
88,0.0031256988497063666
89,0.003689204278116179
90,0.004765827070442166
91,0.01696203355815741
92,0.012347751518361049
93,0.015968979437752526
94,0.010520761592848467
95,0.0061947358403318
96,0.004314096921151227
97,0.005632221348362394
98,0.006698567134392734
99,0.008608323457364989
